Vendor   Item ID,,,,Description,,,,,,,Dept          Ma_ufacturer                                       Location               Mio       Max            Deleted              Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product ID  Alternate ID,,,,Barcode,,,Cost,,,,Price          Unit     Tax            Supplier 1       Supplier?                   QCom    QOH     Note        Multiplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fil,,,
"ss   SSDA507                  DECO RED BARN MUL
DA507    DEDA507              766218065230",,,,,,,,,$0.87,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,No 4,,,,,,,Yes,,,,,,0,,0,
"ss   SSDA508                  DECO DARK SCARLET
DA508    DEDA508              766218065247",,,,,,,,,$0.93,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
4",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA509                  DECO BUFF BEIGE MU
DA509    DEDA509              766218065254",,,,,,,,,$1.16,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,No 4,,,,,,,Yes,,,,,,0,,0,
"ss   SSDA510                  DECO ORANGE SHER
DA510    DEDA510              766218065261",,,,,,,,,$0.75,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
5",,,,,,,Yes,,,,,,0,,0,
"ss   SSDASll                  DECO PUMPKIN PATC
DA51l    DEDASll               766218065278",,,,,,,,,$0.93,,1,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
3",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA512                  DECO PAPRIKA MULTI
DA512    DEDA512              766218065285",,,,,,,,,$1.16,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
6",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA513                  DECO LEMON ZEST M
DA513    DEDA513              766218065292",,,,,,,,,$0.87,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
2",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA514                  DECO CANARY MULTI
DA514    DEDA514              766218065308",,,,,,,,,$0.93,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
0",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA515                  DECO SCHOOL BUS M
DA515    DEDA515              766218065315",,,,,,,,,$1.16,,,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
6",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA516                  DECO MUTED GOLD
DA516    DEDA516              766218065322",,,,,,,,,$1.16,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
5",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA517                  DECO CHARTREUSE
DA517    DEDA517              766218065339",,,,,,,,,$0.75,,I,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
3",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA518                  DECO APPLE GREEN
DA518    DEDA518              766218065346",,,,,,,,,$0.75,,1,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
3",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA519                  DECO LEPRECHAUN
DA519    DEDA519              766218065353",,,,,,,,,$0.87,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
2",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA520                  DECO TURF GREEN M
DA520    DEDA520              766218065360",,,,,,,,,$0.97,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
2",,,,,,,Yes,,,,,,0,,0,
"ss   SSDA521                  DECO GREEN BERET
DA521    DEDA521              766218065377",,,,,,,,,$0.93,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
5",,,,,,,Yes,,,,,,0,,0,,,,
"ss   SSDA522                  DECO SKY BLUE MUL
DA522    DEDA522              766218065384",,,,,,,,,$0.97,,l,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
l",,,,,,,Yes,,,,,,0,,0,,,,
"ss   SSDA523                  DECO COSTAL WATE
DA523    DEDA523              766218065391",,,,,,,,,$0.93,,1,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
3",,,,,,,Yes,,,,,,0,,0,,,,
"ss   SSDA524                  DECO DEEP TURQUOI
DA524    DEDA524              766218065407",,,,,,,,,$0.97,,I,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
5",,,,,,,Yes,,,,,,0,,0,,,,
"ss   SSDA525                  DECO TURQUOISE WA
DA525    DEDA525              766218065414",,,,,,,,,$0.75,,I,,$2.98,,EA,,Yes,,,,,ss,,,,,,2,,,0,,,7,"No
1",,,,,,,Yes,,,,,,0,,0,,,,
Vendor   Item ID,,,,Description,,,,,,,Dept         Ma_ufacturer                                   Location               Min      Max           Deleted             Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product ID   Alternate ID,,,,Barcode,,,Cost,,,,Price         Unit     Tax           Supplier 1       Supplier2                  QCom   QOH  Note        Multiplier          Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ss   SSDA526                  DECO BLUE LAGOON
DAS26    DEDA526              766218065421",,,,,,,,,$0.93,,$2.98,,,,EA,,Yes,,,,ss,,,,2,,,,0,,,,7,No 6,,,,,,,,Yes,,,,0,,0,,,,,,
ss   SSDAS27                  DECO BLUE BIRD MU                                                                                                                                  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DAS27    DEDAS27              766218065438                   $1.16                  $2.98     EA        Yes         ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,3,,,,,,,,,,,,0,,0,,,,,,
ss   SSDAS28                  DECO TRUE BLUE MU,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DAS28    DEDAS28              766218065445,,,,,,,,,$1.16,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,0,,,,,2,,,,,,,,,,,,0,,0,,,,,,
ss   SSDAS29                  DECO NIGHT SKY MU,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DAS29    DEDA529              766218065452,,,,,,,,,$0.75,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,0,,,,,5,,,,,,,,,,,,0,,0,,,,,,
ss   SSDA530                  DECO LAVENDAR FIE,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DAS30    DEDA530              766218065469,,,,,,,,,$0.97,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,0,,,,,2,,,,,,,,,,,,0,,0,,,,,,
ss   SSDAS3l                   DECO IRIS MULTI SUR,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DAS3l     DEDA53I               766218065476,,,,,,,,,$0.93,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,0,,,,,0,,,,,,,,,,,,0,,0,,,,,,
ss   SSDA532                  DECO EGGPLANT MU,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DAS32    DEDAS32              766218065483,,,,,,,,,$0.93,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,0,,,,,5,,,,,,,,,,,,0,,0,,,,,,
ss   SSDA533                  DECO MUSHROOM M,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DA533    DEDA533              766218065490,,,,,,,,,$0.75,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,0,,,,,6,,,,,,,,,,,,0,,0,,,,,,
ss   SSDAS34                  DECO BROWN SUGAR,,,,,,,,,,,,,,,,,,,,,2           7        No                   Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA534    DEDA534              766218065506,,,,,,,,,$0.75,,$2.98,,,,EA,,Yes,,,,ss                 0           7                                       0      0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDAS35                  DECO COCOA BEAN,,,,,,,,,,,,,,,,,,,,,2           7        No                   Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS35    DEDAS35              766218065513,,,,,,,,,$0.75,,$2.98,,,,EA,,Yes,,,,ss                 0            2                                      0      0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDAS36                  DECO COFFEE BEAN,,,,,,,,,,,,,,,,,,,,,2           7        No                    Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA536    DEDAS36              766218065520,,,,,,,,,$0.93,,$2.98,,,,EA,,Yes,,,,ss                 0            3                                       0      0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDAS37                  DECO DOLPHIN MULT,,,,,,,,,,,,,,,,,,,,,2           7        No                    Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS37    DEDA537              766218065537,,,,,,,,,$1.04,,$2.98,,,,EA,,Yes,,,,ss                 0            7                                      0      0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDAS38                  DECO STEEL GREY M,,,,,,,,,,,,,,,,,,,,,2           7        No                    Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA538    DEDA538              766218065544,,,,,,,,,$0.93,,$2.98,,,,BX,,Yes,,,,ss                 0           6                                       0     0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA539                  DECO BLACK TIE MUL,,,,,,,,,,,,,,,,,,,,,2           7        No                   Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS39    DEDA539              766218065551,,,,,,,,,$1.16,,$2.98,,,,EA,,Yes,,,,ss                 0           0                                      0      0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDAS40                  DECO ALMOND MULT,,,,,,,,,,,,,,,,,,,,,2           7        No                    Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS40    DEDAS40              766218074584,,,,,,,,$0.75,,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,0,,,,,,
ss        SSDAS41                  DECO SHRIMP MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DAS41    DEDA541              766218074591,,,,,,,,$0.93,,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,8,,,,,,,,,,,,0,,0,,,,,,
ss   SSDA542                  DECO PEACH SILK MU                                                                                                                                 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,No,,,,,,,,Yes,,,,,,,,,,,,
DAS42    DEDAS42              766218074607                   $0.7S                  $2.98      EA        Yes         ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,0,,0,,,,,,
ss   SSDAS43                  DECO CHICK MULTI S                                                                                                                                  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DA543    DEDAS43              766218074614                   $0.7S                   $2.98     EA        Yes         ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,,,,,,0,,0,,,,,,
ss   SSDAS44                  DECO MELONBALL M                                                                                                                                  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DAS44    DEDA544              766218074621                   $0.7S                  $2.98     EA        Yes         ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,,,,,,0,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
